ident,name,coordinates,elevation_ft,iso_country,municipality,iata_code
SAZR,Santa Rosa Airport,"-64.275703, -36.588299",630,AR,Santa Rosa,RSA
SAZS,San Carlos De Bariloche Airport,"-71.1575012207, -41.1511993408",2774,AR,San Carlos de Bariloche,BRC
SAZT,Héroes De Malvinas Airport,"-59.2279014587, -37.2374000549",574,AR,Tandil,TDL
SAZV,Villa Gesell Airport,"-57.0292, -37.2354",32,AR,Villa Gesell,VLG
SAZW,Cutral-Co Airport,"-69.2646026611, -38.939701080300004",2132,AR,Cutral-Co,CUT
SAZY,Aviador C. Campos Airport,"-71.137298584, -40.0754013062",2569,AR,Chapelco/San Martin de los Andes,CPC
SBAA,Conceição do Araguaia Airport,"-49.30149841308594, -8.348349571228027",653,BR,Conceição Do Araguaia,CDJ
SBAF,Campo Délio Jardim de Mattos Airport,"-43.384701, -22.875099",110,BR,Rio De Janeiro,
SBAN,Base Aérea Airport,"-48.964298, -16.2292",3731,BR,Anápolis,
SBAQ,Araraquara Airport,"-48.1329994202, -21.812000274699997",2334,BR,Araraquara,AQA
SBAR,Santa Maria Airport,"-37.0703010559, -10.984000206",23,BR,Aracaju,AJU
SBAT,Piloto Osvaldo Marques Dias Airport,"-56.1049995422, -9.8663892746",948,BR,Alta Floresta,AFL
SBAU,Araçatuba Airport,"-50.4247016907, -21.1413002014",1361,BR,Araçatuba,ARU
SBBE,Val de Cans/Júlio Cezar Ribeiro International Airport,"-48.4762992859, -1.3792500495900002",54,BR,Belém,BEL
SBBG,Comandante Gustavo Kraemer Airport,"-54.112201690674, -31.39049911499",600,BR,Bagé,BGX
SBBH,Pampulha - Carlos Drummond de Andrade Airport,"-43.950599670410156, -19.851200103759766",2589,BR,Belo Horizonte,PLU
SBBI,Bacacheri Airport,"-49.23199844359999, -25.4050998688",3057,BR,Curitiba,BFH
SBBQ,Major Brigadeiro Doorgal Borges Airport,"-43.761101, -21.2672",3657,BR,Barbacena,
SBBR,Presidente Juscelino Kubistschek International Airport,"-47.920833587646484, -15.86916732788086",3497,BR,Brasília,BSB
SBBT,Chafei Amsei Airport,"-48.594100952148, -20.584499359131",1898,BR,Barretos,BAT
SBBU,Bauru Airport,"-49.0537986755, -22.3449993134",2025,BR,Bauru,BAU
SBBV,Atlas Brasil Cantanhede Airport,"-60.6922225952, 2.84138894081",276,BR,Boa Vista,BVB
SBBW,Barra do Garças Airport,"-52.3889007568, -15.861300468400001",1147,BR,Barra Do Garças,BPG
SBBZ,Umberto Modiano Airport,"-41.96289825439453, -22.770999908447266",10,BR,Cabo Frio,BZC
SBCA,Cascavel Airport,"-53.500801086399996, -25.0002994537",2473,BR,Cascavel,CAC
SBCC,Cachimbo Airport,"-54.9654006958, -9.33393955231",1762,BR,Novo Progresso,
SBCF,Tancredo Neves International Airport,"-43.97194290161133, -19.62444305419922",2715,BR,Belo Horizonte,CNF
SBCG,Campo Grande Airport,"-54.6725006104, -20.468700408900002",1833,BR,Campo Grande,CGR
SBCH,Serafin Enoss Bertaso Airport,"-52.656600952148, -27.134199142456",2146,BR,Chapecó,XAP
SBCI,Brig. Lysias Augusto Rodrigues Airport,"-47.45869827270508, -7.32043981552124",565,BR,Carolina,CLN
SBCJ,Carajás Airport,"-50.0013885498, -6.11527776718",2064,BR,Parauapebas,CKS
SBCM,Diomício Freitas Airport,"-49.4213905334, -28.7244434357",93,BR,Criciúma,CCM
SBCO,Canoas Air Force Base,"-51.144413, -29.945928",26,BR,Porto Alegre,
SBCP,Bartolomeu Lisandro Airport,"-41.301700592, -21.698299408",57,BR,Campos Dos Goytacazes,CAW
SBCR,Corumbá International Airport,"-57.6713905334, -19.0119438171",461,BR,Corumbá,CMG
SBCT,Afonso Pena Airport,"-49.1758003235, -25.5284996033",2988,BR,Curitiba,CWB
SBCV,Caravelas Airport,"-39.253101348877, -17.652299880981",36,BR,Caravelas,CRQ
SBCX,Hugo Cantergiani Regional Airport,"-51.1875, -29.197099685699996",2472,BR,Caxias Do Sul,CXJ
SBCY,Marechal Rondon Airport,"-56.1166992188, -15.6528997421",617,BR,Cuiabá,CGB
SBCZ,Cruzeiro do Sul Airport,"-72.7695007324, -7.59990978241",637,BR,Cruzeiro Do Sul,CZS
SBDN,Presidente Prudente Airport,"-51.4245986938, -22.1751003265",1477,BR,Presidente Prudente,PPB
SBEG,Eduardo Gomes International Airport,"-60.04970169067383, -3.0386099815368652",264,BR,Manaus,MAO
SBEK,Jacareacanga Airport,"-57.77690124511719, -6.233160018920898",323,BR,Jacareacanga,JCR
SBFI,Cataratas International Airport,"-54.48500061035156, -25.600278854370117",786,BR,Foz Do Iguaçu,IGU
SBFL,Hercílio Luz International Airport,"-48.5525016784668, -27.670278549194336",16,BR,Florianópolis,FLN
SBFN,Fernando de Noronha Airport,"-32.423301696777344, -3.8549299240112305",193,BR,Fernando De Noronha,FEN
SBFZ,Pinto Martins International Airport,"-38.53260040283203, -3.776279926300049",82,BR,Fortaleza,FOR
SBGL,Rio Galeão – Tom Jobim International Airport,"-43.2505569458, -22.8099994659",28,BR,Rio De Janeiro,GIG
SBGM,Guajará-Mirim Airport,"-65.28479766845703, -10.786399841308594",478,BR,Guajará-Mirim,GJM
SBGO,Santa Genoveva Airport,"-49.220699310302734, -16.631999969482422",2450,BR,Goiânia,GYN
SBGR,Guarulhos - Governador André Franco Montoro International Airport,"-46.47305679321289, -23.435556411743164",2459,BR,São Paulo,GRU
SBGW,Guaratinguetá Airport,"-45.20479965209961, -22.79159927368164",1761,BR,Guaratinguetá,GUJ
SBHT,Altamira Airport,"-52.254001617432, -3.2539100646973",369,BR,Altamira,ATM
SBIC,Itacoatiara Airport,"-58.481201171875, -3.1272599697113037",142,BR,Itacoatiara,ITA
SBIH,Itaituba Airport,"-56.000701904297, -4.2423400878906",110,BR,Itaituba,ITB
SBIL,Bahia - Jorge Amado Airport,"-39.033199310303, -14.815999984741",15,BR,Ilhéus,IOS
SBIP,Usiminas Airport,"-42.487598419189, -19.470699310303",784,BR,Ipatinga,IPN
SBIZ,Prefeito Renato Moreira Airport,"-47.459999084472656, -5.531290054321289",432,BR,Imperatriz,IMP
SBJF,Francisco de Assis Airport,"-43.38679885864258, -21.791500091552734",2989,BR,Juiz De Fora,JDF
SBJP,Presidente Castro Pinto International Airport,"-34.9486122131, -7.145833015440001",217,BR,João Pessoa,JPA
SBJV,Lauro Carneiro de Loyola Airport,"-48.797401428222656, -26.22450065612793",15,BR,Joinville,JOI
SBKG,Presidente João Suassuna Airport,"-35.896400451660156, -7.2699198722839355",1646,BR,Campina Grande,CPV
SBKP,Viracopos International Airport,"-47.1344985962, -23.0074005127",2170,BR,Campinas,VCP
SBLJ,Lages Airport,"-50.28150177, -27.782100677499997",3065,BR,Lages,LAJ
SBLN,Lins Airport,"-49.730499267578, -21.663999557495",1559,BR,Lins,LIP
SBLO,Governador José Richa Airport,"-51.1301002502, -23.333599090599996",1867,BR,Londrina,LDB
SBLP,Bom Jesus da Lapa Airport,"-43.4081001282, -13.2621002197",1454,BR,Bom Jesus Da Lapa,LAZ
SBMA,João Correa da Rocha Airport,"-49.138000488299994, -5.36858987808",357,BR,Marabá,MAB
SBMC,Minaçu Airport,"-48.195301, -13.5491",1401,BR,Minaçu,MQH
SBMD,Monte Dourado Airport,"-52.6021995544, -0.889838993549",677,BR,Almeirim,MEU
SBME,Macaé Airport,"-41.7659988403, -22.343000412",8,BR,Macaé,MEA
SBMG,Regional de Maringá - Sílvio Nane Junior Airport,"-52.01222229, -23.479444503799996",1788,BR,Maringá,MGF
SBMK,Mário Ribeiro Airport,"-43.818901062, -16.706899642899998",2191,BR,Montes Claros,MOC
SBML,Frank Miloye Milenkowichi–Marília State Airport,"-49.926399231, -22.1968994141",2122,BR,Marília,MII
SBMN,Ponta Pelada Airport,"-59.98630142211914, -3.1460399627685547",267,BR,Manaus,PLL
SBMO,Zumbi dos Palmares Airport,"-35.79169845581055, -9.510809898376465",387,BR,Maceió,MCZ
SBMQ,Alberto Alcolumbre Airport,"-51.0722007751, 0.0506640002131",56,BR,Macapá,MCP
SBMS,Dix-Sept Rosado Airport,"-37.3642997742, -5.2019200324999995",76,BR,Mossoró,MVF
SBMT,Campo de Marte Airport,"-46.6377983093, -23.5090999603",2368,BR,São Paulo,
SBMY,Manicoré Airport,"-61.278301239014, -5.8113799095154",174,BR,Manicoré,MNX
SBNF,Ministro Victor Konder International Airport,"-48.65140151977539, -26.8799991607666",18,BR,Navegantes,NVT
SBNM,Santo Ângelo Airport,"-54.16910171508789, -28.281700134277344",1056,BR,Santo Ângelo,GEL
SBNT,Augusto Severo Airport,"-35.2476997375, -5.91141986847",169,BR,Natal,
SBOI,Oiapoque Airport,"-51.79690170288086, 3.85548996925354",63,BR,Oiapoque,OYK
SBPA,Salgado Filho Airport,"-51.1713981628418, -29.994400024414062",11,BR,Porto Alegre,POA
SBPC,Poços de Caldas - Embaixador Walther Moreira Salles Airport,"-46.567901611328, -21.843000411987",4135,BR,Poços De Caldas,POO
SBPF,Lauro Kurtz Airport,"-52.32659912109375, -28.243999481201172",2376,BR,Passo Fundo,PFB
SBPJ,Brigadeiro Lysias Rodrigues Airport,"-48.35699844359999, -10.291500091600001",774,BR,Palmas,PMW
SBPK,João Simões Lopes Neto International Airport,"-52.327701568604, -31.718399047852",59,BR,Pelotas,PET
SBPL,Senador Nilo Coelho Airport,"-40.56909942626953, -9.362409591674805",1263,BR,Petrolina,PNZ
SBPN,Porto Nacional Airport,"-48.39970016479492, -10.719400405883789",870,BR,Porto Nacional,PNB
SBPP,Ponta Porã Airport,"-55.702598571777344, -22.54960060119629",2156,BR,Ponta Porã,PMG
SBPS,Porto Seguro Airport,"-39.08089828491211, -16.438600540161133",168,BR,Porto Seguro,BPS
SBPV,Governador Jorge Teixeira de Oliveira Airport,"-63.90230178833008, -8.70928955078125",290,BR,Porto Velho,PVH
SBQV,Vitória da Conquista Airport,"-40.8630981445, -14.8627996445",3002,BR,Vitória Da Conquista,VDC
SBRB,Plácido de Castro Airport,"-67.89805603027344, -9.868888854980469",633,BR,Rio Branco,RBR
SBRF,Guararapes - Gilberto Freyre International Airport,"-34.92359924316406, -8.126489639282227",33,BR,Recife,REC
SBRJ,Santos Dumont Airport,"-43.1631011963, -22.910499572799996",11,BR,Rio De Janeiro,SDU
SBRP,Leite Lopes Airport,"-47.776668548583984, -21.136388778686523",1806,BR,Ribeirão Preto,RAO
SBSC,Santa Cruz Air Force Base,"-43.719101, -22.9324",10,BR,Rio de Janeiro,SNZ
SBSG,Governador Aluízio Alves International Airport,"-35.376111, -5.768056",272,BR,Natal,NAT
SBSJ,Professor Urbano Ernesto Stumpf Airport,"-45.86149978637695, -23.22920036315918",2120,BR,São José Dos Campos,SJK
SBSL,Marechal Cunha Machado International Airport,"-44.234100341796875, -2.585360050201416",178,BR,São Luís,SLZ
SBSM,Santa Maria Airport,"-53.688201904296875, -29.71139907836914",287,BR,Santa Maria,RIA
SBSN,Maestro Wilson Fonseca Airport,"-54.785831451416016, -2.4247219562530518",198,BR,Santarém,STM
SBSP,Congonhas Airport,"-46.65638732910156, -23.626110076904297",2631,BR,São Paulo,CGH
SBSR,Prof. Eribelto Manoel Reino State Airport,"-49.40650177, -20.816600799599996",1784,BR,São José Do Rio Preto,SJP
SBST,Base Aérea de Santos Airport,"-46.299720764160156, -23.928056716918945",10,BR,Guarujá,SSZ
SBSV,Deputado Luiz Eduardo Magalhães International Airport,"-38.3224983215, -12.9086112976",64,BR,Salvador,SSA
SBTA,Base de Aviação de Taubaté Airport,"-45.51599884033203, -23.04010009765625",1908,BR,Taubaté,QHP
SBTB,Trombetas Airport,"-56.396800994873, -1.489599943161",287,BR,Oriximiná,TMT
SBTE,Senador Petrônio Portela Airport,"-42.8235015869, -5.0599398613",219,BR,Teresina,THE
SBTF,Tefé Airport,"-64.7240982056, -3.38294005394",188,BR,Tefé,TFF
SBTK,Tarauacá Airport,"-70.783302307129, -8.1552600860596",646,BR,Tarauacá,TRQ
SBTL,Telêmaco Borba Airport,"-50.6515998840332, -24.317800521850586",2610,BR,Telêmaco Borba,TEC
SBTS,Tiriós Airport,"-55.94609832763672, 2.2234699726104736",1127,BR,Óbidos,OBI
SBTT,Tabatinga Airport,"-69.93579864502, -4.2556700706482",279,BR,Tabatinga,TBT
SBTU,Tucuruí Airport,"-49.72029876709, -3.7860100269318",830,BR,Tucuruí,TUR
SBUA,São Gabriel da Cachoeira Airport,"-66.9855, -0.14835",251,BR,São Gabriel Da Cachoeira,SJL
SBUF,Paulo Afonso Airport,"-38.250598907471, -9.4008798599243",883,BR,Paulo Afonso,PAV
SBUG,Rubem Berta Airport,"-57.0382003784, -29.7821998596",256,BR,Uruguaiana,URG
SBUL,Ten. Cel. Aviador César Bombonato Airport,"-48.225276947021484, -18.88361167907715",3094,BR,Uberlândia,UDI
SBUR,Mário de Almeida Franco Airport,"-47.966110229492, -19.764722824097",2655,BR,Uberaba,UBA
SBVG,Major Brigadeiro Trompowsky Airport,"-45.4733009338, -21.5900993347",3025,BR,Varginha,VAG
SBVH,Brigadeiro Camarão Airport,"-60.098300933838, -12.694399833679",2018,BR,Vilhena,BVH
SBVT,Eurico de Aguiar Salles Airport,"-40.2863883972168, -20.258056640625",11,BR,Vitória,VIX
SBYS,Campo Fontenelle Airport,"-47.334800720214844, -21.984600067138672",1968,BR,Pirassununga,QPS
SBZM,Presidente Itamar Franco Airport,"-43.173069, -21.513086",1348,BR,Juiz de Fora,IZA
SCAR,Chacalluta Airport,"-70.33869934082031, -18.348499298095703",167,CL,Arica,ARI
SCAT,Desierto de Atacama Airport,"-70.7791976929, -27.2611999512",670,CL,Copiapo,CPO
SCBA,Balmaceda Airport,"-71.68949890136719, -45.916099548339844",1722,CL,Balmaceda,BBA
SCBE,Barriles Airport,"-70.06289672851562, -22.14109992980957",3475,CL,Tocopilla,TOQ
SCCC,Chile Chico Airport,"-71.6874008178711, -46.58330154418945",1070,CL,Chile Chico,CCH
SCCF,El Loa Airport,"-68.90360260009766, -22.498199462890625",7543,CL,Calama,CJC
SCCH,Gral. Bernardo O´Higgins Airport,"-72.03140258789062, -36.58250045776367",495,CL,Chillan,YAI
SCCI,Pdte. carlos Ibañez del Campo Airport,"-70.85459899902344, -53.002601623535156",139,CL,Punta Arenas,PUQ
SCCY,Teniente Vidal Airport,"-72.1061019897461, -45.594200134277344",1020,CL,Coyhaique,GXQ
SCDA,Diego Aracena Airport,"-70.1812973022461, -20.535200119018555",155,CL,Iquique,IQQ
SCEL,Comodoro Arturo Merino Benítez International Airport,"-70.78579711914062, -33.393001556396484",1555,CL,Santiago,SCL
SCES,Ricardo García Posada Airport,"-69.76519775390625, -26.311100006103516",5240,CL,El Salvador,ESR
SCFA,Cerro Moreno Airport,"-70.44509887695312, -23.444499969482422",455,CL,Antofagasta,ANF
SCFM,Capitan Fuentes Martinez Airport Airport,"-70.31919860839844, -53.253700256347656",104,CL,Porvenir,WPR
SCGZ,Guardiamarina Zañartu Airport,"-67.62629699707031, -54.93109893798828",88,CL,Puerto Williams,WPU
SCHR,Cochrane Airport,"-72.5884017944336, -47.24380111694336",643,CL,Cochrane,LGR
SCIE,Carriel Sur Airport,"-73.06310272216797, -36.772701263427734",26,CL,Concepcion,CCP
SCIP,Mataveri Airport,"-109.42199707, -27.1648006439",227,CL,Isla De Pascua,IPC
SCJO,Cañal Bajo Carlos - Hott Siebert Airport,"-73.06099700927734, -40.61119842529297",187,CL,Osorno,ZOS
SCLL,Vallenar Airport,"-70.75599670410156, -28.596399307250977",1725,CL,Vallenar,VLR
SCNT,Tte. Julio Gallardo Airport,"-72.52839660644531, -51.67150115966797",217,CL,Puerto Natales,PNT
SCQP,La Araucanía Airport,"-72.6515, -38.9259",333,CL,Temuco,ZCO
SCRA,Chañaral Airport,"-70.6072998046875, -26.332500457763672",97,CL,Chañaral,CNR
SCRG,De La Independencia Airport,"-70.77570343017578, -34.17369842529297",1446,CL,Rancagua,QRC
SCSE,La Florida Airport,"-71.1995010376, -29.916200637799996",481,CL,La Serena-Coquimbo,LSC
SCTC,Maquehue Airport,"-72.637100219727, -38.766799926758",304,CL,Temuco,PZS
SCTE,El Tepual Airport,"-73.09400177001953, -41.438899993896484",294,CL,Puerto Montt,PMC
SCTL,Panguilemo Airport,"-71.60169982910156, -35.37779998779297",371,CL,Talca,TLX
SCTN,Chaitén Airport,"-72.6990966796875, -42.93280029296875",13,CL,Chaiten,WCH
SCTO,Victoria Airport,"-72.34860229492188, -38.245601654052734",1148,CL,Victoria,ZIC
SCTT,Las Breas Airport,"-70.37590026855469, -25.564300537109375",2580,CL,Taltal,TTC
SCVD,Pichoy Airport,"-73.0860977173, -39.6500015259",59,CL,Valdivia,ZAL
SCVM,Viña del mar Airport,"-71.4786, -32.9496",461,CL,Viña Del Mar,KNA
SD-0001,Wadi Seidna Air Base,"32.51599884033203, 15.817399978637695",,SD,Khartoum,
SDZY,Zona da Mata Regional Airport,"-43.1730575562, -21.5130558014",1348,BR,Juiz De Fora,IZA
SEAM,Chachoán Airport,"-78.57460021972656, -1.2120699882507324",8502,EC,Ambato,ATF
SECO,Francisco De Orellana Airport,"-76.98680114746094, -0.4628860056400299",834,EC,Coca,OCC
SECU,Mariscal Lamar Airport,"-78.9843978881836, -2.889470100402832",8306,EC,Cuenca,CUE
SEGU,José Joaquín de Olmedo International Airport,"-79.88359832760001, -2.1574199199699997",19,EC,Guayaquil,GYE
SELT,Cotopaxi International Airport,"-78.6157989502, -0.9068329930310001",9205,EC,Latacunga,LTX
SEMA,Jose Maria Velasco Ibarra Airport,"-79.94100189210002, -4.37823009491",1508,EC,Macará,MRR
SEMC,Coronel E Carvajal Airport,"-78.12079620361328, -2.2991700172424316",3452,EC,Macas,XMS
SEMH,General Manuel Serrano Airport,"-79.961601, -3.2689",11,EC,Machala,MCH
SEMT,Eloy Alfaro International Airport,"-80.67880249023438, -0.9460780024528503",48,EC,Manta,MEC
SEPV,Reales Tamarindos Airport,"-80.47219848632812, -1.0416500568389893",130,EC,Portoviejo,PVO
SEQM,Mariscal Sucre International Airport,"-78.3575, -0.129166666667",7841,EC,Quito,UIO
SERO,Santa Rosa International Airport,"-79.996957, -3.441986",20,EC,Santa Rosa,ETR
SESA,General Ulpiano Paez Airport,"-80.988899, -2.20499",18,EC,Salinas,SNC
SETR,Tarapoa Airport,"-76.33779907226562, -0.12295600026845932",814,EC,Tarapoa,TPC
SETU,Teniente Coronel Luis a Mantilla Airport,"-77.70809936523438, 0.8095059990882874",9649,EC,Tulcán,TUA
SFAL,Port Stanley Airport,"-57.777599334717, -51.685699462891",75,FK,Stanley,PSY
SGAS,Silvio Pettirossi International Airport,"-57.52000045776367, -25.239999771118164",292,PY,Asunción,ASU
SGAY,Juan De Ayolas Airport,"-56.854064, -27.370554",223,PY,Ayolas,AYO
SGES,Guarani International Airport,"-54.842682, -25.454516",846,PY,Ciudad del Este,AGT
SGME,Dr. Luis Maria Argaña International Airport,"-60.619998931884766, -22.049999237060547",553,PY,Mariscal Estigarribia,ESG
SGPI,Carlos Miguel Gimenez Airport,"-58.318026, -26.881224",249,PY,Pilar,PIL
SJTC,Bauru - Arealva Airport,"-49.0502866745, -22.166859140899998",1949,BR,Bauru,JTC
SKAP,Gomez Nino Apiay Air Base,"-73.5627, 4.07607",1207,CO,Apiay,API
SKAR,El Eden Airport,"-75.7664, 4.45278",3990,CO,Armenia,AXM
SKAS,Tres De Mayo Airport,"-76.5008, 0.505228",815,CO,Puerto Asís,PUU
SKBC,Las Flores Airport,"-73.9749, 9.04554",111,CO,El Banco,ELB
SKBG,Palonegro Airport,"-73.1848, 7.1265",3897,CO,Bucaramanga,BGA
SKBO,El Dorado International Airport,"-74.1469, 4.70159",8361,CO,Bogota,BOG
SKBQ,Ernesto Cortissoz International Airport,"-74.7808, 10.8896",98,CO,Barranquilla,BAQ
SKBS,José Celestino Mutis Airport,"-77.3947, 6.20292",80,CO,Bahía Solano,BSC
SKBU,Gerardo Tobar López Airport,"-76.9898, 3.81963",48,CO,Buenaventura,BUN
SKCC,Camilo Daza International Airport,"-72.5115, 7.92757",1096,CO,Cúcuta,CUC
SKCG,Rafael Nuñez International Airport,"-75.513, 10.4424",4,CO,Cartagena,CTG
SKCL,Alfonso Bonilla Aragon International Airport,"-76.3816, 3.54322",3162,CO,Cali,CLO
SKCO,La Florida Airport,"-78.7492, 1.81442",8,CO,Tumaco,TCO
SKCU,Juan H White Airport,"-75.1985, 7.96847",174,CO,Caucasia,CAQ
SKCV,Coveñas Airport,"-75.6913, 9.40092",31,CO,Coveñas,CVE
SKCZ,Las Brujas Airport,"-75.2856, 9.33274",528,CO,Corozal,CZU
SKEB,El Bagre Airport,"-74.8089, 7.59647",180,CO,El Bagre,EBG
SKEJ,Yariguíes Airport,"-73.8068, 7.02433",412,CO,Barrancabermeja,EJA
SKFL,Gustavo Artunduaga Paredes Airport,"-75.5644, 1.58919",803,CO,Florencia,FLA
SKGI,Santiago Vila Airport,"-74.7967, 4.27624",900,CO,Girardot,GIR
SKGO,Santa Ana Airport,"-75.9557, 4.75818",2979,CO,Cartago,CRC
SKGP,Juan Casiano Airport,"-77.8986, 2.57013",164,CO,Guapi,GPI
SKIB,Perales Airport,"-75.1333, 4.42161",2999,CO,Ibagué,IBE
SKIP,San Luis Airport,"-77.6718, 0.861925",9765,CO,Ipiales,IPI
SKLC,Antonio Roldan Betancourt Airport,"-76.7164, 7.81196",46,CO,Carepa,APO
SKLM,Jorge Isaac Airport,"-72.4901, 11.2325",281,CO,La Mina-Maicao,MCJ
SKLT,Alfredo Vásquez Cobo International Airport,"-69.9432, -4.19355",277,CO,Leticia,LET
SKMD,Enrique Olaya Herrera Airport,"-75.590582, 6.220549",4949,CO,Medellín,EOH
SKMG,Baracoa Airport,"-74.8461, 9.28474",178,CO,Magangué,MGN
SKMR,Los Garzones Airport,"-75.8258, 8.82374",36,CO,Montería,MTR
SKMU,Fabio Alberto Leon Bentley Airport,"-70.2339, 1.25366",680,CO,Mitú,MVP
SKMZ,La Nubia Airport,"-75.4647, 5.0296",6871,CO,Manizales,MZL
SKNV,Benito Salas Airport,"-75.294, 2.95015",1464,CO,Neiva,NVA
SKOC,Aguas Claras Airport,"-73.3583, 8.31506",3850,CO,Ocaña,OCV
SKPC,German Olano Airport,"-67.4932, 6.18472",177,CO,Puerto Carreño,PCR
SKPD,Obando Airport,"-67.9062, 3.85353",460,CO,Puerto Inírida,PDA
SKPE,Matecaña International Airport,"-75.7395, 4.81267",4416,CO,Pereira,PEI
SKPI,Pitalito Airport,"-76.0857, 1.85777",4212,CO,Pitalito,PTX
SKPP,Guillermo León Valencia Airport,"-76.6093, 2.4544",5687,CO,Popayán,PPN
SKPQ,German Olano Air Base,"-74.6574, 5.48361",566,CO,La Dorada,PAL
SKPS,Antonio Narino Airport,"-77.2915, 1.39625",5951,CO,Pasto,PSO
SKPV,El Embrujo Airport,"-81.3583, 13.3569",10,CO,Providencia,PVA
SKPZ,Paz De Ariporo Airport,"-71.8866, 5.87615",900,CO,Paz De Ariporo,PZA
SKQU,Mariquita Airport,"-74.8836, 5.21256",1531,CO,Mariquita,MQU
SKRG,Jose Maria Córdova International Airport,"-75.4231, 6.16454",6955,CO,Medellín,MDE
SKRH,Almirante Padilla Airport,"-72.926, 11.5262",43,CO,Riohacha,RCH
SKSJ,Jorge E. Gonzalez Torres Airport,"-72.6394, 2.57969",605,CO,San José Del Guaviare,SJE
SKSM,Simón Bolívar International Airport,"-74.2306, 11.1196",22,CO,Santa Marta,SMR
SKSP,Gustavo Rojas Pinilla International Airport,"-81.7112, 12.5836",19,CO,San Andrés,ADZ
SKSV,Eduardo Falla Solano Airport,"-74.7663, 2.15217",920,CO,San Vicente Del Caguán,SVI
SKTJ,Tunja Airport,"-73.3445, 5.54138",8940,CO,Tunja,
SKTM,Gustavo Vargas Airport,"-71.7603, 6.45108",1050,CO,Tame,TME
SKTQ,Tres Esquinas Air Base,"-75.234, 0.7459",585,CO,Tres Esquinas,TQS
SKUA,Marandúa Air Base,"-68.6856, 5.52448",285,CO,Marandúa,
SKUC,Santiago Perez Airport,"-70.7369, 7.06888",420,CO,Arauca,AUC
SKUI,El Caraño Airport,"-76.6412, 5.69076",204,CO,Quibdó,UIB
SKUL,Heriberto Gíl Martínez Airport,"-76.2351, 4.08836",3132,CO,Tuluá,ULQ
SKVP,Alfonso López Pumarejo Airport,"-73.2495, 10.435",483,CO,Valledupar,VUP
SKVV,Vanguardia Airport,"-73.6138, 4.16787",1394,CO,Villavicencio,VVC
SKYP,El Yopal Airport,"-72.384, 5.31911",1028,CO,El Yopal,EYP
SLBJ,Bermejo Airport,"-64.31289672850001, -22.7733001709",1249,BO,Bermejo,BJO
SLCB,Jorge Wilsterman International Airport,"-66.1771011352539, -17.421100616455078",8360,BO,Cochabamba,CBB
SLCO,Capitán Aníbal Arab Airport,"-68.7829971313, -11.040399551400002",889,BO,Cobija,CIJ
SLET,El Trompillo Airport,"-63.1715011597, -17.8115997314",1371,BO,Santa Cruz,SRZ
SLLP,El Alto International Airport,"-68.19229888916016, -16.5132999420166",13355,BO,La Paz / El Alto,LPB
SLOR,Juan Mendoza Airport,"-67.0762023926, -17.962600708",12152,BO,Oruro,ORU
SLPO,Capitan Nicolas Rojas Airport,"-65.72370147710001, -19.5431003571",12913,BO,Potosí,POI
